Reading lines...
Read 6185 sentence pairs
Counting words...
Counted words:
ALL_SRC 129
ALL_TAR 31
Reading lines...
Read 1237 sentence pairs
Counting words...
Counted words:
TEST_1_SRC 123
TEST_1_TAR 31
sentence, variant, correct, trajectory, translationtime, solvetime
"navigate to the purple room staying on the first floor .", "F ( blue_room ) & G ( first_floor )", False, , , 
"navigate to the purple room staying on the first floor .", "F ( first_floor ) & G ( first_floor )", False, , , 
"remain on the first floor and navigate to the blue room .", "F ( blue_room ) & G ( first_floor )", True, , , 
"remain on the first floor and navigate to the blue room .", "F ( blue_room ) & G ( third_floor )", False, , , 
"remain on the first floor and navigate to the blue room .", "F ( purple_room ) & G ( first_floor )", False, , , 
"remain on the first floor and navigate to the blue room .", "F ( blue_room ) & G ( second_floor )", False, , , 
"remain on the first floor and navigate to the blue room .", "F ( orange_room ) & G ( first_floor )", False, , , 
"remain on the first floor and navigate to the blue room .", "F ( blue_room ) & G ( blue_room )", False, , , 
"remain on the first floor and navigate to the blue room .", "F ( green_room ) & G ( first_floor )", False, , , 
"remain on the first floor and navigate to the blue room .", "F ( yellow_room ) & G ( first_floor )", False, , , 
"move to the second floor and then head to landmark one .", "F ( second_floor & F ( landmark_1 ) )", True, , , 
"move to the second floor and then head to landmark one .", "F ( first_floor & F ( landmark_1 ) )", False, , , 
"move to the second floor and then head to landmark one .", "F ( third_floor & F ( landmark_1 ) )", False, , , 
"move to the second floor and then head to landmark one .", "F ( landmark_1 & F ( landmark_1 ) )", False, , , 
"move to the second floor and then head to landmark one .", "F ( second_floor & F ( landmark_3 ) )", False, , , 
"move to the second floor and then head to landmark one .", "F ( second_floor & F ( landmark_2 ) )", False, , , 
"move to the second floor and then head to landmark one .", "F ( second_floor & F ( yellow_room ) )", False, , , 
"avoid the orange room until reaching landmark two .", "~ ( orange_room ) U ( landmark_2 )", True, , , 
"avoid the orange room until reaching landmark two .", "~ ( orange_room ) U ( orange_room )", False, , , 
"avoid the orange room until reaching landmark two .", "~ ( orange_room ) U ( purple_room )", False, , , 
"avoid the orange room until reaching landmark two .", "~ ( green_room ) U ( landmark_2 )", False, , , 
"avoid the orange room until reaching landmark two .", "~ ( orange_room ) U ( landmark_3 )", False, , , 
"avoid the orange room until reaching landmark two .", "~ ( orange_room ) U ( green_room )", False, , , 
"avoid the orange room until reaching landmark two .", "~ ( orange_room ) U ( landmark_1 )", False, , , 
"avoid the orange room until reaching landmark two .", "~ ( orange_room ) U ( yellow_room )", False, , , 
"avoid the orange room until reaching landmark two .", "~ ( landmark_2 ) U ( landmark_2 )", False, , , 
"pass through landmark three before going to the third floor .", "F ( landmark_3 & F ( third_floor ) )", True, , , 
"pass through landmark three before going to the third floor .", "F ( landmark_2 & F ( third_floor ) )", False, , , 
"pass through landmark three before going to the third floor .", "F ( landmark_3 & F ( first_floor ) )", False, , , 
"pass through landmark three before going to the third floor .", "F ( landmark_3 & F ( second_floor ) )", False, , , 
"pass through landmark three before going to the third floor .", "F ( landmark_1 & F ( third_floor ) )", False, , , 
"pass through landmark three before going to the third floor .", "F ( purple_room & F ( third_floor ) )", False, , , 
"do not navigate away from the second floor and go to the purple room .", "F ( purple_room ) & G ( second_floor )", True, , , 
"do not navigate away from the second floor and go to the purple room .", "F ( purple_room ) & G ( first_floor )", False, , , 
"do not navigate away from the second floor and go to the purple room .", "F ( purple_room ) & G ( third_floor )", False, , , 
"do not navigate away from the second floor and go to the purple room .", "F ( purple_room ) & G ( purple_room )", False, , , 
"do not navigate away from the second floor and go to the purple room .", "F ( orange_room ) & G ( second_floor )", False, , , 
"proceed to landmark two but never move outside of the blue room .", "F ( landmark_2 ) & G ( blue_room )", True, , , 
"proceed to landmark two but never move outside of the blue room .", "F ( blue_room ) & G ( blue_room )", False, , , 
"proceed to landmark two but never move outside of the blue room .", "F ( landmark_1 ) & G ( blue_room )", False, , , 
"proceed to landmark two but never move outside of the blue room .", "F ( landmark_3 ) & G ( blue_room )", False, , , 
"proceed to landmark two but never move outside of the blue room .", "F ( landmark_2 ) & G ( third_floor )", False, , , 
"proceed to landmark two but never move outside of the blue room .", "F ( landmark_2 ) & G ( purple_room )", False, , , 
"proceed to landmark two but never move outside of the blue room .", "F ( landmark_2 ) & G ( yellow_room )", False, , , 
"go to or through the blue room . always avoid going to the blue room through landmark three", "~ ( landmark_3 ) U ( blue_room )", True, , , 
"go to or through the blue room . always avoid going to the blue room through landmark three", "~ ( blue_room ) U ( blue_room )", False, , , 
"go to or through the blue room . always avoid going to the blue room through landmark three", "~ ( landmark_3 ) U ( landmark_3 )", False, , , 
"go to or through the blue room . always avoid going to the blue room through landmark three", "~ ( landmark_3 ) U ( purple_room )", False, , , 
"go to or through the blue room . always avoid going to the blue room through landmark three", "~ ( purple_room ) U ( blue_room )", False, , , 
"go to or through the blue room . always avoid going to the blue room through landmark three", "~ ( landmark_1 ) U ( blue_room )", False, , , 
"go to or through the blue room . always avoid going to the blue room through landmark three", "~ ( landmark_2 ) U ( blue_room )", False, , , 
"go to or through the blue room . always avoid going to the blue room through landmark three", "~ ( landmark_3 ) U ( yellow_room )", False, , , 
"go to or through the blue room . always avoid going to the blue room through landmark three", "~ ( yellow_room ) U ( blue_room )", False, , , 
"always avoid the blue room and navigate to the first floor .", "F ( first_floor & ~blue_room )", True, , , 
"always avoid the blue room and navigate to the first floor .", "F ( third_floor & ~blue_room )", False, , , 
"always avoid the blue room and navigate to the first floor .", "F ( second_floor & ~blue_room )", False, , , 
"always avoid the blue room and navigate to the first floor .", "F ( blue_room & ~blue_room )", False, , , 
"always avoid the blue room and navigate to the first floor .", "F ( landmark_2 & ~blue_room )", False, , , 
"always avoid the blue room and navigate to the first floor .", "F ( first_floor & ~purple_room )", False, , , 
"always avoid the blue room and navigate to the first floor .", "F ( purple_room & ~blue_room )", False, , , 
"always avoid the blue room and navigate to the first floor .", "F ( yellow_room & ~blue_room )", False, , , 
"always avoid the blue room and navigate to the first floor .", "F ( ~blue_room & ~blue_room )", False, , , 
"always avoid the blue room and navigate to the first floor .", "F ( green_room & ~blue_room )", False, , , 
"avoid the green room and travel to the orange room .", "F ( orange_room & ~green_room )", True, , , 
"avoid the green room and travel to the orange room .", "F ( green_room & ~green_room )", False, , , 
"avoid the green room and travel to the orange room .", "F ( orange_room & ~orange_room )", False, , , 
"avoid the green room and travel to the orange room .", "F ( green_room & ~orange_room )", False, , , 
"avoid the green room and travel to the orange room .", "F ( yellow_room & ~green_room )", False, , , 
"avoid the purple room until you go through the green room .", "~ ( purple_room ) U ( green_room )", True, , , 
"avoid the purple room until you go through the green room .", "~ ( green_room ) U ( green_room )", False, , , 
"avoid the purple room until you go through the green room .", "~ ( purple_room ) U ( purple_room )", False, , , 
"avoid the purple room until you go through the green room .", "~ ( green_room ) U ( purple_room )", False, , , 
"avoid the purple room until you go through the green room .", "~ ( purple_room ) U ( orange_room )", False, , , 
"avoid the purple room until you go through the green room .", "~ ( purple_room ) U ( second_floor )", False, , , 
"avoid the purple room until you go through the green room .", "~ ( purple_room ) U ( third_floor )", False, , , 
"avoid the purple room until you go through the green room .", "~ ( purple_room ) U ( first_floor )", False, , , 
"avoid the purple room until you go through the green room .", "~ ( green_room ) U ( orange_room )", False, , , 
"navigate to the first floor via the green room .", "F ( green_room & F ( first_floor ) )", True, , , 
"navigate to the first floor via the green room .", "F ( green_room & F ( second_floor ) )", False, , , 
"navigate to the first floor via the green room .", "F ( first_floor & F ( first_floor ) )", False, , , 
"navigate to the first floor via the green room .", "F ( purple_room & F ( first_floor ) )", False, , , 
"navigate to the first floor via the green room .", "F ( green_room & F ( third_floor ) )", False, , , 
"navigate to the first floor via the green room .", "F ( landmark_2 & F ( first_floor ) )", False, , , 
"navigate to the first floor via the green room .", "F ( green_room & F ( green_room ) )", False, , , 
"navigate to the first floor via the green room .", "F ( orange_room & F ( first_floor ) )", False, , , 
"pass through the purple room before going to the first floor .", "F ( purple_room & F ( first_floor ) )", True, , , 
"pass through the purple room before going to the first floor .", "F ( purple_room & F ( third_floor ) )", False, , , 
"pass through the purple room before going to the first floor .", "F ( purple_room & F ( second_floor ) )", False, , , 
"pass through the purple room before going to the first floor .", "F ( green_room & F ( first_floor ) )", False, , , 
"pass through the purple room before going to the first floor .", "F ( orange_room & F ( first_floor ) )", False, , , 
"pass through the purple room before going to the first floor .", "F ( landmark_3 & F ( first_floor ) )", False, , , 
"pass through the purple room before going to the first floor .", "F ( first_floor & F ( first_floor ) )", False, , , 
"go to the yellow room but avoid landmark one . if you reached to the yellow room then you can head to landmark one or stay put .", "~ ( landmark_1 ) U ( yellow_room )", True, , , 
"go to the yellow room but avoid landmark one . if you reached to the yellow room then you can head to landmark one or stay put .", "~ ( yellow_room ) U ( yellow_room )", False, , , 
"go to the yellow room but avoid landmark one . if you reached to the yellow room then you can head to landmark one or stay put .", "~ ( landmark_1 ) U ( blue_room )", False, , , 
"go to the yellow room but avoid landmark one . if you reached to the yellow room then you can head to landmark one or stay put .", "~ ( landmark_1 ) U ( landmark_1 )", False, , , 
"go to the yellow room but avoid landmark one . if you reached to the yellow room then you can head to landmark one or stay put .", "~ ( yellow_room ) U ( blue_room )", False, , , 
"go to the yellow room but avoid landmark one . if you reached to the yellow room then you can head to landmark one or stay put .", "~ ( yellow_room ) U ( landmark_1 )", False, , , 
"go to the yellow room but avoid landmark one . if you reached to the yellow room then you can head to landmark one or stay put .", "~ ( landmark_1 ) U ( green_room )", False, , , 
"go to the yellow room but avoid landmark one . if you reached to the yellow room then you can head to landmark one or stay put .", "~ ( landmark_3 ) U ( yellow_room )", False, , , 
"go to the yellow room but avoid landmark one . if you reached to the yellow room then you can head to landmark one or stay put .", "~ ( yellow_room ) U ( green_room )", False, , , 
"go to the yellow room but avoid landmark one . if you reached to the yellow room then you can head to landmark one or stay put .", "~ ( landmark_1 ) U ( orange_room )", False, , , 
"do not go into the green room until going to landmark one", "~ ( green_room ) U ( landmark_1 )", True, , , 
"do not go into the green room until going to landmark one", "~ ( landmark_1 ) U ( landmark_1 )", False, , , 
"do not go into the green room until going to landmark one", "~ ( green_room ) U ( landmark_3 )", False, , , 
"do not go into the green room until going to landmark one", "~ ( orange_room ) U ( landmark_1 )", False, , , 
"do not go into the green room until going to landmark one", "~ ( green_room ) U ( green_room )", False, , , 
"do not go into the green room until going to landmark one", "~ ( yellow_room ) U ( landmark_1 )", False, , , 
"do not go into the green room until going to landmark one", "~ ( green_room ) U ( orange_room )", False, , , 
"do not go into the green room until going to landmark one", "~ ( green_room ) U ( landmark_2 )", False, , , 
"do not go into the green room until going to landmark one", "~ ( green_room ) U ( yellow_room )", False, , , 
"go to landmark three while always avoiding the blue room", "F ( landmark_3 & ~blue_room )", True, , , 
"go to landmark three while always avoiding the blue room", "F ( landmark_1 & ~blue_room )", False, , , 
"go to landmark three while always avoiding the blue room", "F ( landmark_2 & ~blue_room )", False, , , 
"go to landmark three while always avoiding the blue room", "F ( blue_room & ~blue_room )", False, , , 
"go to landmark three while always avoiding the blue room", "F ( purple_room & ~blue_room )", False, , , 
"go to landmark three while always avoiding the blue room", "F ( landmark_3 & ~purple_room )", False, , , 
"head to the yellow room but first go to the first floor .", "F ( first_floor & F ( yellow_room ) )", True, , , 
"head to the yellow room but first go to the first floor .", "F ( first_floor & F ( first_floor ) )", False, , , 
"head to the yellow room but first go to the first floor .", "F ( third_floor & F ( yellow_room ) )", False, , , 
"head to the yellow room but first go to the first floor .", "F ( first_floor & F ( purple_room ) )", False, , , 
"head to the yellow room but first go to the first floor .", "F ( second_floor & F ( yellow_room ) )", False, , , 
"head to the yellow room but first go to the first floor .", "F ( first_floor & F ( landmark_2 ) )", False, , , 
"head to the yellow room but first go to the first floor .", "F ( yellow_room & F ( yellow_room ) )", False, , , 
"head to the yellow room but first go to the first floor .", "F ( first_floor & F ( green_room ) )", False, , , 
"head to the yellow room but first go to the first floor .", "F ( first_floor & F ( blue_room ) )", False, , , 
"head to the yellow room but first go to the first floor .", "F ( first_floor & F ( red_room ) )", False, , , 
"stay in the red room and go to landmark two and stop", "F ( landmark_2 ) & G ( red_room )", True, , , 
"stay in the red room and go to landmark two and stop", "F ( landmark_1 ) & G ( red_room )", False, , , 
"stay in the red room and go to landmark two and stop", "F ( landmark_2 ) & G ( orange_room )", False, , , 
"stay in the red room and go to landmark two and stop", "F ( landmark_2 ) & G ( purple_room )", False, , , 
"stay in the red room and go to landmark two and stop", "F ( landmark_3 ) & G ( red_room )", False, , , 
"stay in the red room and go to landmark two and stop", "F ( landmark_2 ) & G ( yellow_room )", False, , , 
"stay in the red room and go to landmark two and stop", "F ( landmark_2 ) & G ( green_room )", False, , , 
"go to landmark three through the green room .", "F ( green_room & F ( landmark_3 ) )", True, , , 
"go to landmark three through the green room .", "F ( landmark_3 & F ( landmark_3 ) )", False, , , 
"go to landmark three through the green room .", "F ( green_room & F ( green_room ) )", False, , , 
"go to landmark three through the green room .", "F ( green_room & F ( landmark_1 ) )", False, , , 
"go to landmark three through the green room .", "F ( landmark_3 & F ( green_room ) )", False, , , 
"go to landmark three through the green room .", "F ( yellow_room & F ( landmark_3 ) )", False, , , 
"go to landmark three through the green room .", "F ( green_room & F ( landmark_2 ) )", False, , , 
"go to landmark three through the green room .", "F ( purple_room & F ( landmark_3 ) )", False, , , 
"go to the yellow room by avoiding landmark three and then stay in the yellow room or continue to landmark three", "~ ( landmark_3 ) U ( yellow_room )", True, , , 
"go to the yellow room by avoiding landmark three and then stay in the yellow room or continue to landmark three", "~ ( yellow_room ) U ( yellow_room )", False, , , 
"go to the yellow room by avoiding landmark three and then stay in the yellow room or continue to landmark three", "~ ( landmark_1 ) U ( yellow_room )", False, , , 
"go to the yellow room by avoiding landmark three and then stay in the yellow room or continue to landmark three", "~ ( landmark_3 ) U ( landmark_3 )", False, , , 
"go to the yellow room by avoiding landmark three and then stay in the yellow room or continue to landmark three", "~ ( landmark_3 ) U ( green_room )", False, , , 
"go to the yellow room by avoiding landmark three and then stay in the yellow room or continue to landmark three", "~ ( landmark_2 ) U ( yellow_room )", False, , , 
"go to the yellow room by avoiding landmark three and then stay in the yellow room or continue to landmark three", "~ ( landmark_3 ) U ( blue_room )", False, , , 
"go to the yellow room by avoiding landmark three and then stay in the yellow room or continue to landmark three", "~ ( purple_room ) U ( yellow_room )", False, , , 
"go to the twond floor but avoid the orange room .", "F ( third_floor & ~orange_room )", False, , , 
"go to the twond floor but avoid the orange room .", "F ( second_floor & ~orange_room )", False, , , 
"go to the twond floor but avoid the orange room .", "F ( first_floor & ~orange_room )", True, , , 
"go to the twond floor but avoid the orange room .", "F ( orange_room & ~orange_room )", False, , , 
"go to the twond floor but avoid the orange room .", "F ( green_room & ~orange_room )", False, , , 
"go to the twond floor but avoid the orange room .", "F ( ~orange_room & ~orange_room )", False, , , 
"go to the twond floor but avoid the orange room .", "F ( red_room & ~orange_room )", False, , , 
"go to the twond floor but avoid the orange room .", "F ( landmark_1 & ~orange_room )", False, , , 
"go to the red room through the third floor", "F ( third_floor & F ( red_room ) )", True, , , 
"go to the red room through the third floor", "F ( first_floor & F ( red_room ) )", False, , , 
"go to the red room through the third floor", "F ( second_floor & F ( red_room ) )", False, , , 
"go to the red room through the third floor", "F ( red_room & F ( red_room ) )", False, , , 
"go to the red room through the third floor", "F ( third_floor & F ( green_room ) )", False, , , 
"go to the red room through the third floor", "F ( third_floor & F ( third_floor ) )", False, , , 
"go to the red room through the third floor", "F ( third_floor & F ( orange_room ) )", False, , , 
"go to the red room through the third floor", "F ( third_floor & F ( second_floor ) )", False, , , 
"go to the red room through the third floor", "F ( green_room & F ( red_room ) )", False, , , 
"go through landmark one before going to the third floor .", "F ( landmark_1 & F ( third_floor ) )", True, , , 
"go through landmark one before going to the third floor .", "F ( landmark_2 & F ( third_floor ) )", False, , , 
"go through landmark one before going to the third floor .", "F ( landmark_1 & F ( first_floor ) )", False, , , 
"go through landmark one before going to the third floor .", "F ( landmark_1 & F ( second_floor ) )", False, , , 
"go through landmark one before going to the third floor .", "F ( landmark_3 & F ( third_floor ) )", False, , , 
"go through landmark one before going to the third floor .", "F ( landmark_1 & F ( landmark_1 ) )", False, , , 
"go to the orange room but do not enter the yellow room first .", "~ ( orange_room ) U ( orange_room )", False, , , 
"go to the orange room but do not enter the yellow room first .", "~ ( yellow_room ) U ( orange_room )", True, , , 
"go to the orange room but do not enter the yellow room first .", "~ ( orange_room ) U ( yellow_room )", False, , , 
"go to the orange room but do not enter the yellow room first .", "~ ( yellow_room ) U ( yellow_room )", False, , , 
"go to the orange room but do not enter the yellow room first .", "~ ( green_room ) U ( orange_room )", False, , , 
"go to the orange room but do not enter the yellow room first .", "~ ( orange_room ) U ( blue_room )", False, , , 
"go to the orange room but do not enter the yellow room first .", "~ ( orange_room ) U ( red_room )", False, , , 
"go to the orange room but do not enter the yellow room first .", "~ ( yellow_room ) U ( blue_room )", False, , , 
"go to the orange room but do not enter the yellow room first .", "~ ( green_room ) U ( yellow_room )", False, , , 
"go to the orange room but do not enter the yellow room first .", "~ ( yellow_room ) U ( red_room )", False, , , 
"go to the orange room landmark two through landmark three green room", "F ( landmark_2 & F ( orange_room ) )", False, , , 
"go to the orange room landmark two through landmark three green room", "F ( orange_room & F ( orange_room ) )", False, , , 
"go to the orange room landmark two through landmark three green room", "F ( landmark_3 & F ( orange_room ) )", False, , , 
"go to the orange room landmark two through landmark three green room", "F ( landmark_2 & F ( green_room ) )", False, , , 
"go to the orange room landmark two through landmark three green room", "F ( orange_room & F ( green_room ) )", False, , , 
"go to the orange room landmark two through landmark three green room", "F ( landmark_3 & F ( green_room ) )", False, , , 
"go to the orange room landmark two through landmark three green room", "F ( purple_room & F ( orange_room ) )", False, , , 
"go to the orange room landmark two through landmark three green room", "F ( landmark_2 & F ( purple_room ) )", False, , , 
"go to the orange room landmark two through landmark three green room", "F ( landmark_1 & F ( orange_room ) )", False, , , 
"go to onest floor . then go directly to landmark one", "F ( first_floor & F ( landmark_1 ) )", False, , , 
"go to onest floor . then go directly to landmark one", "F ( second_floor & F ( landmark_1 ) )", False, , , 
"go to onest floor . then go directly to landmark one", "F ( third_floor & F ( landmark_1 ) )", True, , , 
"go to onest floor . then go directly to landmark one", "F ( landmark_1 & F ( landmark_1 ) )", False, , , 
"go to onest floor . then go directly to landmark one", "F ( first_floor & F ( landmark_3 ) )", False, , , 
"go to onest floor . then go directly to landmark one", "F ( second_floor & F ( landmark_3 ) )", False, , , 
"go to onest floor . then go directly to landmark one", "F ( third_floor & F ( landmark_3 ) )", False, , , 
"stay on the third floor while going to the purple room .", "F ( purple_room ) & G ( third_floor )", True, , , 
"stay on the third floor while going to the purple room .", "F ( purple_room ) & G ( first_floor )", False, , , 
"stay on the third floor while going to the purple room .", "F ( purple_room ) & G ( second_floor )", False, , , 
"stay on the third floor while going to the purple room .", "F ( purple_room ) & G ( purple_room )", False, , , 
"stay on the third floor while going to the purple room .", "F ( landmark_3 ) & G ( third_floor )", False, , , 
"stay on the third floor while going to the purple room .", "F ( orange_room ) & G ( third_floor )", False, , , 
"stay on the third floor while going to the purple room .", "F ( green_room ) & G ( third_floor )", False, , , 
"move to the purple room first then travel to landmark three .", "F ( purple_room & F ( landmark_3 ) )", True, , , 
"move to the purple room first then travel to landmark three .", "F ( landmark_3 & F ( landmark_3 ) )", False, , , 
"move to the purple room first then travel to landmark three .", "F ( purple_room & F ( landmark_1 ) )", False, , , 
"move to the purple room first then travel to landmark three .", "F ( purple_room & F ( landmark_2 ) )", False, , , 
"move to the purple room first then travel to landmark three .", "F ( landmark_3 & F ( landmark_1 ) )", False, , , 
"move to the purple room first then travel to landmark three .", "F ( green_room & F ( landmark_3 ) )", False, , , 
"move to the purple room first then travel to landmark three .", "F ( purple_room & F ( purple_room ) )", False, , , 
"move to the purple room first then travel to landmark three .", "F ( orange_room & F ( landmark_3 ) )", False, , , 
"move to the purple room first then travel to landmark three .", "F ( landmark_3 & F ( landmark_2 ) )", False, , , 
"move to the purple room first then travel to landmark three .", "F ( yellow_room & F ( landmark_3 ) )", False, , , 
"avoid landmark one until reaching the red room .", "~ ( landmark_1 ) U ( red_room )", True, , , 
"avoid landmark one until reaching the red room .", "~ ( landmark_1 ) U ( orange_room )", False, , , 
"avoid landmark one until reaching the red room .", "~ ( landmark_1 ) & ( red_room )", False, , , 
"avoid landmark one until reaching the red room .", "~ ( landmark_1 ) U ( landmark_1 )", False, , , 
"avoid landmark one until reaching the red room .", "~ ( landmark_1 ) U ( yellow_room )", False, , , 
"avoid landmark one until reaching the red room .", "~ ( landmark_1 ) U ( green_room )", False, , , 
"avoid landmark one until reaching the red room .", "~ ( landmark_1 ) U ( blue_room )", False, , , 
"go to the third floor but do not go through the yellow room first .", "~ ( yellow_room ) U ( third_floor )", True, , , 
"go to the third floor but do not go through the yellow room first .", "~ ( blue_room ) U ( third_floor )", False, , , 
"go to the third floor but do not go through the yellow room first .", "~ ( green_room ) U ( third_floor )", False, , , 
"go to the third floor but do not go through the yellow room first .", "~ ( purple_room ) U ( third_floor )", False, , , 
"go to the third floor but do not go through the yellow room first .", "~ ( orange_room ) U ( third_floor )", False, , , 
"go to the third floor but do not go through the yellow room first .", "~ ( third_floor ) U ( third_floor )", False, , , 
"go to the third floor but do not go through the yellow room first .", "~ ( yellow_room ) U ( first_floor )", False, , , 
"go to the third floor but do not go through the yellow room first .", "~ ( landmark_1 ) U ( third_floor )", False, , , 
"avoid the red room until going to landmark one .", "~ ( red_room ) U ( landmark_1 )", True, , , 
"avoid the red room until going to landmark one .", "~ ( green_room ) U ( landmark_1 )", False, , , 
"avoid the red room until going to landmark one .", "~ ( landmark_1 ) U ( landmark_1 )", False, , , 
"avoid the red room until going to landmark one .", "~ ( orange_room ) U ( landmark_1 )", False, , , 
"avoid the red room until going to landmark one .", "~ ( yellow_room ) U ( landmark_1 )", False, , , 
"avoid the red room until going to landmark one .", "~ ( red_room ) U ( orange_room )", False, , , 
"avoid the red room until going to landmark one .", "~ ( green_room ) U ( orange_room )", False, , , 
"avoid the red room until going to landmark one .", "~ ( landmark_1 ) U ( orange_room )", False, , , 
"avoid the red room until going to landmark one .", "~ ( orange_room ) U ( orange_room )", False, , , 
"avoid the red room until going to landmark one .", "~ ( red_room ) U ( yellow_room )", False, , , 
"head to the yellow room but make sure to go through the red room first .", "F ( yellow_room & F ( red_room ) )", False, , , 
"head to the yellow room but make sure to go through the red room first .", "F ( red_room & F ( red_room ) )", False, , , 
"head to the yellow room but make sure to go through the red room first .", "F ( yellow_room & F ( yellow_room ) )", False, , , 
"head to the yellow room but make sure to go through the red room first .", "F ( red_room & F ( yellow_room ) )", True, , , 
"head to the yellow room but make sure to go through the red room first .", "F ( green_room & F ( red_room ) )", False, , , 
"head to the yellow room but make sure to go through the red room first .", "F ( yellow_room & F ( orange_room ) )", False, , , 
"head to the yellow room but make sure to go through the red room first .", "F ( red_room & F ( orange_room ) )", False, , , 
"head to the yellow room but make sure to go through the red room first .", "F ( orange_room & F ( red_room ) )", False, , , 
"head to the yellow room but make sure to go through the red room first .", "F ( yellow_room & F ( purple_room ) )", False, , , 
"head to the yellow room but make sure to go through the red room first .", "F ( red_room & F ( purple_room ) )", False, , , 
"go to the red room while always avoiding landmark one", "F ( red_room & ~landmark_1 )", True, , , 
"go to the red room while always avoiding landmark one", "F ( orange_room & ~landmark_1 )", False, , , 
"go to the red room while always avoiding landmark one", "F ( red_room & ~landmark_2 )", False, , , 
"go to the red room while always avoiding landmark one", "F ( green_room & ~landmark_1 )", False, , , 
"go to the red room while always avoiding landmark one", "F ( yellow_room & ~landmark_1 )", False, , , 
"go to the red room while always avoiding landmark one", "F ( landmark_1 & ~landmark_1 )", False, , , 
"go to the red room while always avoiding landmark one", "F ( purple_room & ~landmark_1 )", False, , , 
"go to landmark one then go to the yellow room .", "F ( landmark_1 & F ( yellow_room ) )", True, , , 
"go to landmark one then go to the yellow room .", "F ( landmark_2 & F ( yellow_room ) )", False, , , 
"go to landmark one then go to the yellow room .", "F ( landmark_3 & F ( yellow_room ) )", False, , , 
"go to landmark one then go to the yellow room .", "F ( landmark_1 & F ( green_room ) )", False, , , 
"go to landmark one then go to the yellow room .", "F ( landmark_1 & F ( orange_room ) )", False, , , 
"go to landmark one then go to the yellow room .", "F ( landmark_1 & F ( blue_room ) )", False, , , 
"go to landmark one then go to the yellow room .", "F ( yellow_room & F ( yellow_room ) )", False, , , 
"go to landmark one then go to the yellow room .", "F ( landmark_1 & F ( purple_room ) )", False, , , 
"go to the threerd floor but do not go to landmark three .", "F ( third_floor & ~landmark_3 )", False, , , 
"go to the threerd floor but do not go to landmark three .", "F ( second_floor & ~landmark_3 )", True, , , 
"go to the threerd floor but do not go to landmark three .", "F ( first_floor & ~landmark_3 )", False, , , 
"go to the threerd floor but do not go to landmark three .", "F ( third_floor & ~landmark_2 )", False, , , 
"go to the threerd floor but do not go to landmark three .", "F ( third_floor & ~purple_room )", False, , , 
"go to the threerd floor but do not go to landmark three .", "F ( third_floor & ~landmark_1 )", False, , , 
"go to the threerd floor but do not go to landmark three .", "F ( third_floor & ~yellow_room )", False, , , 
"go to the threerd floor but do not go to landmark three .", "F ( third_floor & ~green_room )", False, , , 
"go to the threerd floor but do not go to landmark three .", "F ( third_floor & ~blue_room )", False, , , 
"go directly to the green room without changing floors and then go to landmark one .", "F ( landmark_1 ) & G ( third_floor )", True, , , 
"go directly to the green room without changing floors and then go to landmark one .", "F ( landmark_1 ) & G ( second_floor )", False, , , 
"go directly to the green room without changing floors and then go to landmark one .", "F ( landmark_1 ) & G ( first_floor )", False, , , 
"go directly to the green room without changing floors and then go to landmark one .", "F ( landmark_1 ) & G ( green_room )", False, , , 
"go directly to the green room without changing floors and then go to landmark one .", "F ( landmark_3 ) & G ( third_floor )", False, , , 
"go directly to the green room without changing floors and then go to landmark one .", "F ( landmark_2 ) & G ( third_floor )", False, , , 
"go directly to the green room without changing floors and then go to landmark one .", "F ( green_room ) & G ( third_floor )", False, , , 
"go directly to the green room without changing floors and then go to landmark one .", "F ( landmark_3 ) & G ( second_floor )", False, , , 
"go directly to the green room without changing floors and then go to landmark one .", "F ( landmark_2 ) & G ( second_floor )", False, , , 
"go directly to the green room without changing floors and then go to landmark one .", "F ( landmark_3 ) & G ( first_floor )", False, , , 
"go to landmark one without leaving green room .", "F ( landmark_1 ) & G ( green_room )", True, , , 
"go to landmark one without leaving green room .", "F ( landmark_1 ) & G ( orange_room )", False, , , 
"go to landmark one without leaving green room .", "F ( landmark_1 ) & G ( yellow_room )", False, , , 
"go to landmark one without leaving green room .", "F ( landmark_1 ) & G ( red_room )", False, , , 
"go to landmark one without leaving green room .", "F ( landmark_1 ) & G ( third_floor )", False, , , 
"go to landmark one without leaving green room .", "F ( landmark_1 ) & G ( first_floor )", False, , , 
"go to landmark one without leaving green room .", "F ( landmark_1 ) & G ( blue_room )", False, , , 
"go to landmark one without leaving green room .", "F ( landmark_1 ) & G ( purple_room )", False, , , 
"go to landmark one without leaving green room .", "F ( landmark_3 ) & G ( green_room )", False, , , 
"go to landmark one without leaving green room .", "F ( landmark_2 ) & G ( green_room )", False, , , 
"go to the first floor then move to the purple room .", "F ( first_floor & F ( purple_room ) )", True, , , 
"go to the first floor then move to the purple room .", "F ( third_floor & F ( purple_room ) )", False, , , 
"go to the first floor then move to the purple room .", "F ( second_floor & F ( purple_room ) )", False, , , 
"go to the first floor then move to the purple room .", "F ( first_floor & F ( orange_room ) )", False, , , 
"go to the first floor then move to the purple room .", "F ( purple_room & F ( purple_room ) )", False, , , 
"go to the first floor then move to the purple room .", "F ( first_floor & F ( first_floor ) )", False, , , 
"go to the first floor then move to the purple room .", "F ( first_floor & F ( red_room ) )", False, , , 
